Zeilentyp;Report_ID;Bereich;Modell;Modellkennung;Groesse;Run;Szenariotyp;Phase;Aufgabe;Aufgabentyp;Versuch;Versuchsstatus;Abbruchgrund;Quelle_ID;Referenzgruppe;Kanonisch;Run_Status;Run_Gesamtzeit_s;Run_SLM_Zeit_s;Run_Prompt_Tokens;Run_Output_Tokens;Run_Tokens_gesamt;Run_erfolgreiche_SLM_Zeit_s;Run_erfolgreiche_Tokens;Run_Abbrueche;Run_Abbruchzeit_s;Run_Timeouts;Run_Timeoutzeit_gemessen_s;Run_Timeoutzeit_angesetzt_s;Run_Overhead_s;Run_Formatreparaturen;Run_Modellneustarts;Run_einbezogene_Tasks;Run_ausgeschlossene_Overview_Tasks;Run_einbezogene_Gesamtzeit_s;Run_einbezogene_SLM_Zeit_s;Run_einbezogene_Tokens;Run_einbezogene_Abbrueche;Run_einbezogene_Abbruchzeit_s;Run_einbezogene_Timeouts;Run_einbezogene_Timeoutzeit_s;Run_einbezogene_Overhead_s;Aufgabe_Gesamtzeit_s;Aufruf_Dauer_s;SLM_Wallzeit_s;Prompt_Tokens;Output_Tokens;Tokens_gesamt;Tokenwerte_vorhanden;SLM_Wallzeit_vorhanden;Modellneustartzeit_s;Formatreparatur;Overview_ausgeschlossen;Quelldurchsatz_Token_s;Referenzdurchsatz_Token_s
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:Handle_Order_gut_S4->CM_gut_S4;normal;4;TIMEOUT;timeout;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;2263.872084299999;1800.2212463999986;0.0;0;0;0;false;false;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:BPM_gut_S4->TRM_gut_S4;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;157.60355589999926;157.59204639999916;157.5912520999991;3041;12333;15374;true;true;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:Marketing_gut_S4->TRM_gut_S4;normal;1;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;332.6786753999986;107.59737099999984;0.0;0;0;0;false;false;2.246198800001366;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:Marketing_gut_S4->TRM_gut_S4;normal;2;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;332.6786753999986;127.64940539999952;127.6486660999999;3099;9770;12869;true;true;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:Marketing_gut_S4->TRM_gut_S4;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;332.6786753999986;94.79759410000042;94.79683610000029;3563;7448;11011;true;true;0.0;true;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:CustomerOrder_gut_S4->TRM_gut_S4;normal;1;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;527.9118662000001;265.7417419000012;0.0;0;0;0;false;false;2.24329249999937;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:CustomerOrder_gut_S4->TRM_gut_S4;normal;2;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;527.9118662000001;163.08880080000017;0.0;0;0;0;false;false;2.2380424000002677;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:CustomerOrder_gut_S4->TRM_gut_S4;normal;3;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;527.9118662000001;94.41056039999967;94.40976389999923;3124;7130;10254;true;true;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:Handle_Order_gut_S4->TRM_gut_S4;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;112.8713110000026;112.8634564999993;112.86268439999913;3074;9022;12096;true;true;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:TRM_gut_S4->CM_gut_S4;normal;1;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;801.753072200001;263.70867480000015;0.0;0;0;0;false;false;2.1589005999994697;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:TRM_gut_S4->CM_gut_S4;normal;2;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;801.753072200001;137.21899569999732;0.0;0;0;0;false;false;2.1662193999982264;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:TRM_gut_S4->CM_gut_S4;normal;3;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;801.753072200001;263.806745599999;0.0;0;0;0;false;false;2.1735570000018924;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:TRM_gut_S4->CM_gut_S4;normal;4;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;801.753072200001;130.50900510000065;0.0;0;0;0;false;false;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:PM_gut_S4->CM_gut_S4;normal;1;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;497.63456999999835;132.85984440000175;0.0;0;0;0;false;false;2.2440031000005547;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:PM_gut_S4->CM_gut_S4;normal;2;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;497.63456999999835;105.74712999999974;0.0;0;0;0;false;false;2.2397651999999653;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:PM_gut_S4->CM_gut_S4;normal;3;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;497.63456999999835;150.36263979999785;0.0;0;0;0;false;false;2.2434649000024365;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:PM_gut_S4->CM_gut_S4;normal;4;REPETITION;SLMRepetitionError;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;497.63456999999835;101.92698110000129;0.0;0;0;0;false;false;0.0;false;false;107.04894753056277;17.953823327517007
ATTEMPT;R0020;Intermodellbeziehungen;Qwen3.5 4B;qwen3.5:4b;4B;;controlled;4;intermodel:controlled_phase4:PM_gut_S4->TRM_gut_S4;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;110.66468109999914;110.65598780000073;110.6552413999998;3255;8735;11990;true;true;0.0;false;false;107.04894753056277;17.953823327517007
RUN;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;;;;;;SRC_01;True;true;COMPLETED_WITH_ERRORS;12355.5712452;4885.299868499986;59987;173202;233189;4885.299868499986;233189;14;3832.3108169000025;2;3600.4636591;3600.0;37.4969007000127;5;15;13;4;10682.6820728;4027.5911100999856;192630;11;3024.902710200002;2;3600.4636591;29.724593400012964;;;;;;;;;;;;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->CM_gut_S1;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;926.943712799999;177.02612920000138;0.0;0;0;0;false;false;2.1906080000007933;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->CM_gut_S1;normal;2;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;926.943712799999;195.6285216999986;0.0;0;0;0;false;false;2.194453000000067;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->CM_gut_S1;normal;3;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;926.943712799999;312.38304509999944;0.0;0;0;0;false;false;2.2232113999998546;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->CM_gut_S1;normal;4;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;926.943712799999;235.28526500000044;0.0;0;0;0;false;false;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_S1;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;4511.6182766;233.48116309999932;0.0;0;0;0;false;false;2.21362340000087;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_S1;normal;2;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;4511.6182766;251.38988810000046;0.0;0;0;0;false;false;2.183838299999479;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_S1;normal;3;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;4511.6182766;196.15584820000004;196.1549748999987;2572;9595;12167;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_S1;format_repair;1;TIMEOUT;timeout;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;4511.6182766;1800.1957979999988;0.0;0;0;0;false;false;2.208866400000261;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_S1;format_repair;2;TIMEOUT;timeout;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;4511.6182766;1800.267861100001;0.0;0;0;0;false;false;2.1813352999997733;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_S1;format_repair;3;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;4511.6182766;220.98742420000053;220.98598390000188;3105;8402;11507;true;true;0.0;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_Overview;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;805.7590670000027;246.2028448000019;0.0;0;0;0;false;false;2.1810571999994863;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_Overview;normal;2;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;805.7590670000027;262.6288782999982;0.0;0;0;0;false;false;2.2020640000009735;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->BPM_gut_Overview;normal;3;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;805.7590670000027;292.14175140000225;292.1405973000001;2524;9584;12108;true;true;0.0;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->TRM_gut_S1;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1354.7383039000015;334.77251590000014;0.0;0;0;0;false;false;2.2309456000002683;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->TRM_gut_S1;normal;2;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1354.7383039000015;365.4728025000004;0.0;0;0;0;false;false;2.2131348000002617;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->TRM_gut_S1;normal;3;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1354.7383039000015;395.4146918000006;0.0;0;0;0;false;false;2.1878543000020727;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->TRM_gut_S1;normal;4;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1354.7383039000015;252.24802070000078;252.24669119999817;2854;8669;11523;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:GM_gut_S1->PM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;243.6150020999994;243.4785464000015;243.4772742999994;2645;8869;11514;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:ARM_gut_S1->GM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;159.87337630000184;159.73848949999956;159.73766590000014;2635;6163;8798;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:ARM_gut_S1->BPM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;143.84037380000154;143.69142959999954;143.69057780000003;2659;5596;8255;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:ARM_gut_S1->BPM_gut_Overview;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;152.28797549999945;152.1586686999981;152.15790559999732;2611;5875;8486;true;true;0.0;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:ARM_gut_S1->TRM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;271.63829160000023;271.47979089999717;271.47892339999817;2941;9423;12364;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:ARM_gut_S1->PM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;145.1379584999995;144.99076820000118;144.98948699999892;2738;5538;8276;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_S1->CM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1050.2179877999988;276.1215723000023;276.1201110000002;2616;9635;12251;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1050.2179877999988;264.09558619999734;264.09452520000195;3348;8843;12191;true;true;0.0;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1050.2179877999988;256.0975345000006;256.0966567999967;3348;8843;12191;true;true;0.0;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;1050.2179877999988;253.0185614999973;253.01773179999873;3348;8843;12191;true;true;0.0;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_Overview->CM_gut_S1;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;554.4445893999982;298.57638360000055;0.0;0;0;0;false;false;2.1976276000023063;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_Overview->CM_gut_S1;normal;2;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;554.4445893999982;253.46428730000116;253.46318450000035;2568;8538;11106;true;true;0.0;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_S1->TRM_gut_S1;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;425.11275110000133;183.17792539999937;0.0;0;0;0;false;false;2.192290099999809;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_S1->TRM_gut_S1;normal;2;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;425.11275110000133;239.5324541000009;239.5314029000001;2830;8205;11035;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:BPM_gut_Overview->TRM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;160.1420504000016;159.9481362000006;159.94707100000232;2782;6077;8859;true;true;0.0;false;true;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:TRM_gut_S1->CM_gut_S1;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;873.374560100001;340.8707624000017;0.0;0;0;0;false;false;2.1863507999987633;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:TRM_gut_S1->CM_gut_S1;normal;2;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;873.374560100001;356.0119795999999;356.0110935999983;2907;11165;14072;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:TRM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;873.374560100001;173.82214550000208;173.82082389999778;3458;6131;9589;true;true;0.0;true;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:PM_gut_S1->CM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;369.3794726999986;369.14460229999895;369.1431373999985;2655;11892;14547;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0021;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;1;intermodel:controlled_phase1:PM_gut_S1->TRM_gut_S1;normal;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;207.19200549999732;206.9952469000018;206.99404909999794;2843;7316;10159;true;true;0.0;false;false;42.53802846405816;51.28727973471282
RUN;R0022;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;2;;;;;;SRC_01;True;true;COMPLETED_WITH_ERRORS;10370.530429800001;6335.454041400004;57871;194140;252011;6335.454041400004;252011;10;4009.4524468999916;0;0;0.0;25.623941500005458;5;10;13;0;10370.221054199992;6335.454041400004;252011;10;4009.4524468999916;0;0;25.314565899996524;;;;;;;;;;;;42.53802846405816;51.28727973471282
ATTEMPT;R0022;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;2;intermodel:controlled_phase2:GM_gut_S2.2->CM_gut_S2.2;normal;1;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;2133.0839457;402.16852259999723;0.0;0;0;0;false;false;2.227322099999583;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0022;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;2;intermodel:controlled_phase2:GM_gut_S2.2->CM_gut_S2.2;normal;2;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;2133.0839457;573.3963774000003;0.0;0;0;0;false;false;2.298134199998458;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0022;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;2;intermodel:controlled_phase2:GM_gut_S2.2->CM_gut_S2.2;normal;3;REPETITION;SLMRepetitionError;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;2133.0839457;305.4465048999991;0.0;0;0;0;false;false;2.227151799997955;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0022;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;2;intermodel:controlled_phase2:GM_gut_S2.2->CM_gut_S2.2;normal;4;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;2133.0839457;429.58677479999824;429.58587070000067;2892;13589;16481;true;true;0.0;false;false;42.53802846405816;51.28727973471282
ATTEMPT;R0022;Intermodellbeziehungen;Qwen3.5 9B;qwen3.5:9b;9B;;controlled;2;intermodel:controlled_phase2:GM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;True;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;2133.0839457;415.2854597000005;415.2844130000012;4162;12894;17056;true;true;0.0;true;false;42.53802846405816;51.28727973471282
